127.0.0.1 - - [18/Dec/2020:02:50:48 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:25 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:48 +0900] "GET /BBS/ HTTP/1.1" 200 219
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:48 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1634
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:48 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:50 +0900] "GET /BBS/login.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:50 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:52 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:52 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1589
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:52 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:54 +0900] "GET /BBS/logoutAction.jsp HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:54 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1634
0:0:0:0:0:0:0:1 - - [18/Dec/2020:02:59:54 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
