127.0.0.1 - - [17/Dec/2020:01:33:14 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:02 +0900] "POST /BBS/joinAction.jsp HTTP/1.1" 200 235
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:02 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1589
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:02 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:21 +0900] "GET /BBS/logoutAction.jsp HTTP/1.1" 200 226
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:21 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1634
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:21 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:24 +0900] "GET /BBS/login.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:24 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:28 +0900] "POST /BBS/loginAction.jsp HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:28 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1589
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:28 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:29 +0900] "GET /BBS/logoutAction.jsp HTTP/1.1" 200 226
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:29 +0900] "GET /BBS/main.jsp HTTP/1.1" 200 1634
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:29 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:47 +0900] "GET /BBS/join.jsp HTTP/1.1" 200 3212
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:53:47 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:54:27 +0900] "GET /BBS/join.jsp HTTP/1.1" 200 3212
0:0:0:0:0:0:0:1 - - [17/Dec/2020:01:54:27 +0900] "GET /BBS/css/bootstrap.min.css HTTP/1.1" 304 -
